"","YEAR","STATE","STATEID","white","black","other","check","tot","other_alt","Pop"
"1347",2002,"WA",53,9738,3503,2821,0,16062,2821,6056348
"1348",2002,"WI",55,9109,8394,698,0,18201,698,5446571
"1349",2002,"WV",54,3836,676,32,0,4544,32,1799219
"1350",2002,"WY",56,1292,96,349,0,1737,349,496930
"1351",2003,"AK",2,2155,470,1902,0,4527,1902,647671
"1352",2003,"AL",1,10392,16882,59,0,27333,59,4489876
"1353",2003,"AR",5,6922,6181,118,0,13221,118,2722804
"1354",2003,"AZ",4,13771,4178,13221,0,31170,13221,5590820
"1355",2003,"CA",6,46600,47543,67642,0,161785,67642,35236589
"1356",2003,"CO",8,9040,4195,6436,0,19671,6436,4545766
"1357",2003,"CT",9,5777,8666,5403,0,19846,5403,3468319
"1358",2003,"DC",11,0,0,0,0,0,0,577844
"1359",2003,"DE",10,2249,4211,334,0,6794,334,815525
"1360",2003,"FE",99,97597,69924,5538,0,173059,5538,NA
"1361",2003,"FL",12,31177,42209,8626,0,82012,8626,16974177
"1362",2003,"GA",13,17342,28524,1342,0,47208,1342,8727810
"1363",2003,"HI",15,1338,260,4230,0,5828,4230,1231632
"1364",2003,"IA",19,6056,1880,610,0,8546,610,2934585
"1365",2003,"ID",16,4602,96,1189,0,5887,1189,1363672
"1366",2003,"IL",17,12057,26321,5040,0,43418,5040,12599246
"1367",2003,"IN",18,13242,8979,848,0,23069,848,6184552
"1368",2003,"KS",20,5104,3073,955,0,9132,955,2720361
"1369",2003,"KY",21,10976,5136,222,0,16334,222,4117691
"1370",2003,"LA",22,9372,26567,108,0,36047,108,4473198
"1371",2003,"MA",25,4667,2738,2827,0,10232,2827,6455028
"1372",2003,"MD",24,5470,18252,69,0,23791,69,5491971
"1373",2003,"ME",23,1710,96,207,0,2013,207,1302365
"1374",2003,"MI",26,21546,26278,1534,0,49358,1534,10072219
"1375",2003,"MN",27,4676,2635,754,0,8065,754,5050393
"1376",2003,"MO",29,17175,12556,588,0,30319,588,5713051
"1377",2003,"MS",28,7092,15916,174,0,23182,174,2866386
"1378",2003,"MT",30,2795,70,755,0,3620,755,916620
"1379",2003,"NC",37,11333,20288,2001,0,33622,2001,8399815
"1380",2003,"ND",38,878,56,305,0,1239,305,631680
"1381",2003,"NE",31,2409,982,649,0,4040,649,1733099
"1382",2003,"NH",33,2214,126,94,0,2434,94,1282146
"1383",2003,"NJ",34,5241,17265,4740,0,27246,4740,8585567
"1384",2003,"NM",35,1481,640,4102,0,6223,4102,1868121
"1385",2003,"NV",32,5772,2770,2001,0,10543,2001,2236378
"1386",2003,"NY",36,11827,32590,20780,0,65197,20780,19235015
"1387",2003,"OH",39,21560,22049,1169,0,44778,1169,11450398
"1388",2003,"OK",40,13277,6387,2977,0,22641,2977,3495502
"1389",2003,"OR",41,10058,1269,1381,0,12708,1381,3551290
"1390",2003,"PA",42,14522,21492,4876,0,40890,4876,12360988
"1391",2003,"RI",44,1797,970,760,0,3527,760,1072453
"1392",2003,"SC",45,7460,15944,315,0,23719,315,4141080
"1393",2003,"SD",46,2167,136,748,0,3051,748,765980
"1394",2003,"ST",60,494677,572537,226855,0,1294069,226855,NA
"1395",2003,"TN",47,12531,12524,386,0,25441,386,5856712
"1396",2003,"TX",48,52321,66092,48498,0,166911,48498,22048452
"1397",2003,"US",70,592274,642461,232393,0,1467128,232393,290242027
"1398",2003,"UT",49,4134,389,1247,0,5770,1247,2378255
"1399",2003,"VA",51,12162,22409,496,0,35067,496,7352164
"1400",2003,"VT",50,1713,127,104,0,1944,104,616700
"1401",2003,"WA",53,10022,3350,2776,0,16148,2776,6108738
"1402",2003,"WI",55,11056,9957,879,0,21892,879,5479542
"1403",2003,"WV",54,3993,725,40,0,4758,40,1802916
"1404",2003,"WY",56,1446,88,338,0,1872,338,498865
"1405",2004,"AK",2,2130,482,1942,0,4554,1942,659305
"1406",2004,"AL",1,10165,15652,56,0,25873,56,4510588
"1407",2004,"AR",5,7490,6028,137,0,13655,137,2746215
"1408",2004,"AZ",4,14185,4262,14068,0,32515,14068,5758692
"1409",2004,"CA",6,46832,47722,69385,0,163939,69385,35538256
"1410",2004,"CO",8,9475,4184,6634,0,20293,6634,4595674
"1411",2004,"CT",9,5646,8430,5421,0,19497,5421,3474379
"1412",2004,"DC",11,0,0,0,0,0,0,579890
"1413",2004,"DE",10,2341,4240,346,0,6927,346,827154
"1414",2004,"FE",99,102031,72354,5943,0,180328,5943,NA
"1415",2004,"FL",12,33234,43346,8953,0,85533,8953,17366358
"1416",2004,"GA",13,15970,33582,1427,0,50979,1427,8907292
"1417",2004,"HI",15,1345,272,4343,0,5960,4343,1246872
"1418",2004,"IA",19,6000,1883,642,0,8525,642,2942311
"1419",2004,"ID",16,5248,120,1412,0,6780,1412,1391127
"1420",2004,"IL",17,12281,26521,5252,0,44054,5252,12644218
"1421",2004,"IN",18,13731,9403,874,0,24008,874,6214844
"1422",2004,"KS",20,5000,2964,1002,0,8966,1002,2729378
"1423",2004,"KY",21,12114,5421,255,0,17790,255,4145777
"1424",2004,"LA",22,10345,26523,71,0,36939,71,4487246
"1425",2004,"MA",25,4629,2680,2835,0,10144,2835,6452636
"1426",2004,"MD",24,5495,17709,81,0,23285,81,5537913
"1427",2004,"ME",23,1737,116,171,0,2024,171,1307227
"1428",2004,"MI",26,21635,25761,1487,0,48883,1487,10091511
"1429",2004,"MN",27,5150,2773,835,0,8758,835,5080031
"1430",2004,"MO",29,17845,12697,646,0,31188,646,5755931
"1431",2004,"MS",28,6387,14393,203,0,20983,203,2884920
"1432",2004,"MT",30,2923,81,873,0,3877,873,925711
"1433",2004,"NC",37,12138,21059,2237,0,35434,2237,8517909
"1434",2004,"ND",38,987,54,286,0,1327,286,635480
"1435",2004,"NE",31,2475,1003,652,0,4130,652,1741417
"1436",2004,"NH",33,2189,132,127,0,2448,127,1292566
"1437",2004,"NJ",34,5302,16784,4671,0,26757,4671,8610474
"1438",2004,"NM",35,1544,607,4228,0,6379,4228,1890215
"1439",2004,"NV",32,6112,3012,2241,0,11365,2241,2327547
"1440",2004,"NY",36,12072,32079,19546,0,63697,19546,19297907
"1441",2004,"OH",39,21870,21674,1254,0,44798,1254,11465854
"1442",2004,"OK",40,13471,6593,3255,0,23319,3255,3511467
"1443",2004,"OR",41,10325,1285,1567,-3,13180,1570,3573214
"1444",2004,"PA",42,14768,21230,4965,0,40963,4965,12387357
"1445",2004,"RI",44,1756,930,744,0,3430,744,1075835
"1446",2004,"SC",45,7489,15577,362,0,23428,362,4196549
"1447",2004,"SD",46,2153,159,783,0,3095,783,773087
"1448",2004,"ST",60,506620,574286,232912,-3,1313821,232915,NA
"1449",2004,"TN",47,12885,12564,435,0,25884,435,5918897
"1450",2004,"TX",48,53606,64503,49996,0,168105,49996,22408514
"1451",2004,"US",70,608651,646640,238855,-3,1494149,238858,292936109
"1452",2004,"UT",49,4124,444,1422,0,5990,1422,2438195
"1453",2004,"VA",51,12477,22419,668,0,35564,668,7453994
"1454",2004,"VT",50,1733,130,105,0,1968,105,618120
"1455",2004,"WA",53,10510,3380,2724,0,16614,2724,6181646
"1456",2004,"WI",55,11449,10619,902,0,22970,902,5512205
"1457",2004,"WV",54,4323,711,33,0,5067,33,1803462
"1458",2004,"WY",56,1529,93,358,0,1980,358,502742
"1459",2005,"AK",2,2338,488,1986,0,4812,1986,667114
"1460",2005,"AL",1,11351,16486,51,0,27888,51,4542912
"1461",2005,"AR",5,7306,5956,232,0,13494,232,2776257
"1462",2005,"AZ",4,14551,4315,14605,0,33471,14605,5973970
"1463",2005,"CA",6,47299,48260,72476,0,168035,72476,35770688
"1464",2005,"CO",8,10126,4233,7097,0,21456,7097,4655731
"1465",2005,"CT",9,5837,8294,5311,0,19442,5311,3477185
"1466",2005,"DC",11,0,0,0,0,0,0,582049
"1467",2005,"DE",10,2394,4212,347,0,6953,347,840296
"1468",2005,"FE",99,105826,75456,6336,0,187618,6336,NA
"1469",2005,"FL",12,41521,45250,2997,0,89768,2997,17773291
"1470",2005,"GA",13,18257,28911,1581,0,48749,1581,9090479
"1471",2005,"HI",15,1374,274,4498,0,6146,4498,1259147
"1472",2005,"IA",19,5963,2010,764,0,8737,764,2950517
"1473",2005,"ID",16,5597,150,1540,0,7287,1540,1425226
"1474",2005,"IL",17,12691,26962,5266,0,44919,5266,12672835
"1475",2005,"IN",18,13998,9190,1267,0,24455,1267,6253142
"1476",2005,"KS",20,5049,2969,1050,0,9068,1050,2739997
"1477",2005,"KY",21,13545,5816,301,0,19662,301,4179655
"1478",2005,"LA",22,11469,27496,74,0,39039,74,4495113
"1479",2005,"MA",25,4834,2849,3018,0,10701,3018,6453694
"1480",2005,"MD",24,5399,17243,95,0,22737,95,5576889
"1481",2005,"ME",23,1776,115,132,0,2023,132,1310424
"1482",2005,"MI",26,22190,25881,1475,0,49546,1475,10092426
"1483",2005,"MN",27,4811,2927,1582,0,9320,1582,5106992
"1484",2005,"MO",29,17623,12607,592,0,30822,592,5803587
"1485",2005,"MS",28,6229,14075,211,0,20515,211,2899300
"1486",2005,"MT",30,2620,74,815,0,3509,815,934656
"1487",2005,"NC",37,12764,21363,2278,0,36405,2278,8655414
"1488",2005,"ND",38,965,66,354,0,1385,354,634528
"1489",2005,"NE",31,2641,1086,728,0,4455,728,1750772
"1490",2005,"NH",33,2122,138,216,-9,2485,225,1301050
"1491",2005,"NJ",34,5450,16958,4951,0,27359,4951,8619564
"1492",2005,"NM",35,1612,576,4383,0,6571,4383,1914699
"1493",2005,"NV",32,6162,3083,2477,0,11722,2477,2407073
"1494",2005,"NY",36,12500,31920,18312,0,62732,18312,19329398
"1495",2005,"OH",39,22770,21838,1246,0,45854,1246,11475559
"1496",2005,"OK",40,13572,6675,3410,0,23657,3410,3530037
"1497",2005,"OR",41,10330,1315,1767,0,13412,1767,3617086
"1498",2005,"PA",42,15821,21600,4959,0,42380,4959,12415908
"1499",2005,"RI",44,1846,1015,793,0,3654,793,1069226
"1500",2005,"SC",45,7571,15187,402,0,23160,402,4250989
"1501",2005,"SD",46,2409,190,864,0,3463,864,778775
"1502",2005,"ST",60,530229,574063,234736,-369,1339397,235105,NA
"1503",2005,"TN",47,13276,12611,482,0,26369,482,5997481
"1504",2005,"TX",48,54978,64470,51040,0,170488,51040,22790696
"1505",2005,"US",70,636055,649519,241072,-369,1527015,241441,295618454
"1506",2005,"UT",49,4344,449,1582,0,6375,1582,2498863
"1507",2005,"VA",51,12627,22068,683,0,35378,683,7547753
"1508",2005,"VT",50,1818,166,94,0,2078,94,618797
"1509",2005,"WA",53,10947,3424,3011,0,17382,3011,6258988
"1510",2005,"WI",55,11434,10021,905,-360,22720,1265,5542096
"1511",2005,"WV",54,4541,707,64,0,5312,64,1804128
"1512",2005,"WY",56,1581,94,372,0,2047,372,506002
"1513",2006,"AK",2,2466,514,2089,0,5069,2089,675322
"1514",2006,"AL",1,11510,16682,49,0,28241,49,4594911
"1515",2006,"AR",5,7135,6210,384,0,13729,384,2814910
"1516",2006,"AZ",4,15220,4737,15838,0,35795,15838,6190987
"1517",2006,"CA",6,47553,49654,75321,0,172528,75321,35947461
"1518",2006,"CO",8,10553,4391,7537,0,22481,7537,4747872
"1519",2006,"CT",9,6207,8727,5650,18,20566,5632,3484531
"1520",2006,"DC",11,0,0,0,0,0,0,583841
"1521",2006,"DE",10,2475,4308,403,0,7186,403,853301
"1522",2006,"FE",99,108725,77759,6562,0,193046,6562,NA
"1523",2006,"FL",12,41881,45396,3134,0,90411,3134,18076361
"1524",2006,"GA",13,19971,30530,2291,0,52792,2291,9323575
"1525",2006,"HI",15,1350,258,4359,0,5967,4359,1269228
"1526",2006,"IA",19,6700,2310,840,1012,8838,-172,2965203
"1527",2006,"ID",16,5401,150,1573,0,7124,1573,1463631
"1528",2006,"IL",17,12897,27183,5282,10,45352,5272,12714588
"1529",2006,"IN",18,14906,9949,1236,0,26091,1236,6300341
"1530",2006,"KS",20,4880,2884,1061,9,8816,1052,2754018
"1531",2006,"KY",21,13824,5902,332,0,20058,332,4216783
"1532",2006,"LA",22,10414,25866,96,0,36376,96,4237693
"1533",2006,"MA",25,4977,2961,3094,0,11032,3094,6466069
"1534",2006,"MD",24,5453,17391,101,0,22945,101,5605552
"1535",2006,"ME",23,1870,126,123,-1,2120,124,1313479
"1536",2006,"MI",26,23297,26802,1478,0,51577,1478,10082414
"1537",2006,"MN",27,4623,2894,1591,0,9108,1591,5147857
"1538",2006,"MO",29,17312,12137,712,0,30161,712,5857974
"1539",2006,"MS",28,6496,14367,205,0,21068,205,2896691
"1540",2006,"MT",30,2617,81,849,0,3547,849,946059
"1541",2006,"NC",37,13131,21728,2601,0,37460,2601,8853849
"1542",2006,"ND",38,936,74,379,0,1389,379,636019
"1543",2006,"NE",31,2522,1095,790,0,4407,790,1759327
"1544",2006,"NH",33,2407,165,233,0,2805,233,1311184
"1545",2006,"NJ",34,5585,16805,4981,0,27371,4981,8619354
"1546",2006,"NM",35,1618,589,4432,0,6639,4432,1940631
"1547",2006,"NV",32,6598,3489,2752,0,12839,2752,2491122
"1548",2006,"NY",36,12959,32362,17983,0,63304,17983,19353588
"1549",2006,"OH",39,24434,23364,1368,0,49166,1368,11490596
"1550",2006,"OK",40,13518,7101,3669,0,24288,3669,3571612
"1551",2006,"OR",41,10460,1389,1915,0,13764,1915,3675743
"1552",2006,"PA",42,16846,22291,5260,0,44397,5260,12466485
"1553",2006,"RI",44,1952,1135,918,9,3996,909,1064193
"1554",2006,"SC",45,7666,15491,459,0,23616,459,4334146
"1555",2006,"SD",46,2153,175,1040,9,3359,1031,786973
"1556",2006,"ST",60,541440,584943,244583,1075,1369891,243508,NA
"1557",2006,"TN",47,12978,12259,508,0,25745,508,6090290
"1558",2006,"TX",48,55018,64417,52681,0,172116,52681,23356591
"1559",2006,"US",70,650165,662702,251145,1075,1562937,250070,298431771
"1560",2006,"UT",49,4336,476,1619,0,6431,1619,2582234
"1561",2006,"VA",51,13070,22957,740,0,36767,740,7633859
"1562",2006,"VT",50,1893,214,117,9,2215,108,619916
"1563",2006,"WA",53,11054,3431,3076,0,17561,3076,6371097
"1564",2006,"WI",55,11839,10625,967,0,23431,967,5571510
"1565",2006,"WV",54,4863,800,70,0,5733,70,1808136
"1566",2006,"WY",56,1616,101,397,0,2114,397,512664
"1567",2007,"AK",2,2570,531,2066,0,5167,2066,679893
"1568",2007,"AL",1,11795,17573,44,0,29412,44,4634063
"1569",2007,"AR",5,7368,6481,465,0,14314,465,2841595
"1570",2007,"AZ",4,15511,4973,17262,0,37746,17262,6360238
"1571",2007,"CA",6,46671,50301,77310,0,174282,77310,36185908
"1572",2007,"CO",8,10482,4470,7889,0,22841,7889,4837229
"1573",2007,"CT",9,6283,8944,5697,0,20924,5697,3488084
"1574",2007,"DC",11,0,0,0,0,0,0,585916
"1575",2007,"DE",10,2520,4334,403,0,7257,403,865314
"1576",2007,"FE",99,112566,80188,6864,0,199618,6864,NA
"1577",2007,"FL",12,39163,48542,10514,0,98219,10514,18262096
"1578",2007,"GA",13,20759,33141,356,0,54256,356,9526642
"1579",2007,"HI",15,1335,247,4396,0,5978,4396,1269796
"1580",2007,"IA",19,5784,2179,769,0,8732,769,2979867
"1581",2007,"ID",16,5493,151,1675,0,7319,1675,1498390
"1582",2007,"IL",17,12826,26787,5602,0,45215,5602,12775864
"1583",2007,"IN",18,13084,9252,1074,-17,23427,1091,6344771
"1584",2007,"KS",20,4753,2869,1074,0,8696,1074,2773740
"1585",2007,"KY",21,15469,6638,350,0,22457,350,4254513
"1586",2007,"LA",22,11137,26316,87,0,37540,87,4373448
"1587",2007,"MA",25,4963,3199,3274,0,11436,3274,6499672
"1588",2007,"MD",24,5365,17174,894,0,23433,894,5627211
"1589",2007,"ME",23,1896,127,125,0,2148,125,1315749
"1590",2007,"MI",26,22755,26086,1392,0,50233,1392,10051145
"1591",2007,"MN",27,4708,3098,1662,0,9468,1662,5191267
"1592",2007,"MO",29,17137,12052,688,0,29877,688,5905750
"1593",2007,"MS",28,6878,15300,252,0,22430,252,2920312
"1594",2007,"MT",30,2493,88,850,0,3431,850,957123
"1595",2007,"NC",37,13274,21901,2814,0,37989,2814,9047856
"1596",2007,"ND",38,925,85,404,0,1414,404,637534
"1597",2007,"NE",31,2539,1149,807,0,4495,807,1768745
"1598",2007,"NH",33,2500,177,266,0,2943,266,1316496
"1599",2007,"NJ",34,5308,16468,5051,0,26827,5051,8630810
"1600",2007,"NM",35,1591,564,4311,0,6466,4311,1966357
"1601",2007,"NV",32,6886,3641,2871,0,13398,2871,2564816
"1602",2007,"NY",36,13034,32086,17482,0,62602,17482,19419540
"1603",2007,"OH",39,25146,24117,1468,0,50731,1468,11518989
"1604",2007,"OK",40,13260,7437,3906,0,24603,3906,3608759
"1605",2007,"OR",41,10553,1354,2041,0,13948,2041,3730833
"1606",2007,"PA",42,17555,23010,5404,0,45969,5404,12517701
"1607",2007,"RI",44,1989,1119,910,0,4018,910,1059706
"1608",2007,"SC",45,7896,15808,535,0,24239,535,4417059
"1609",2007,"SD",46,2102,184,1025,0,3311,1025,795521
"1610",2007,"ST",60,541123,595581,256820,-17,1393541,256837,NA
"1611",2007,"TN",47,13148,12559,560,0,26267,560,6172788
"1612",2007,"TX",48,54675,63776,53339,0,171790,53339,23824518
"1613",2007,"US",70,653689,675769,263684,-17,1593159,263701,301393632
"1614",2007,"UT",49,4301,456,1752,0,6509,1752,2662908
"1615",2007,"VA",51,13724,23502,758,0,37984,758,7705466
"1616",2007,"VT",50,1841,213,91,0,2145,91,620438
"1617",2007,"WA",53,11012,3522,3238,0,17772,3238,6464167
"1618",2007,"WI",55,12050,10672,1021,0,23743,1021,5601508
"1619",2007,"WV",54,5014,830,212,0,6056,212,1812295
"1620",2007,"WY",56,1602,98,384,0,2084,384,523226
"1621",2008,"AK",2,2428,500,2086,0,5014,2086,685532
"1622",2008,"AL",1,12126,18340,42,0,30508,42,4673889
"1623",2008,"AR",5,7565,6663,488,0,14716,488,2867099
"1624",2008,"AZ",4,15733,5224,18545,0,39502,18545,6499207
"1625",2008,"CA",6,45377,50500,77793,0,173670,77793,36538008
"1626",2008,"CO",8,10445,4559,8140,0,23144,8140,4928676
"1627",2008,"CT",9,6186,8896,5579,0,20661,5579,3502664
"1628",2008,"DC",11,0,0,0,0,0,0,589929
"1629",2008,"DE",10,2392,4309,356,0,7057,356,876794
"1630",2008,"FE",99,114708,79724,6848,0,201280,6848,NA
"1631",2008,"FL",12,41951,45157,3612,0,90720,3612,18410241
"1632",2008,"GA",13,19672,32665,377,0,52714,377,9690277
"1633",2008,"HI",15,1368,246,4341,0,5955,4341,1280001
"1634",2008,"IA",19,5741,2219,815,9,8766,806,2994658
"1635",2008,"ID",16,5440,171,1679,0,7290,1679,1526295
"1636",2008,"IL",17,12878,26751,5845,0,45474,5845,12836402
"1637",2008,"IN",18,16052,10865,1405,0,28322,1405,6386601
"1638",2008,"KS",20,4690,2802,1047,0,8539,1047,2795257
"1639",2008,"KY",21,14949,6351,406,0,21706,406,4287259
"1640",2008,"LA",22,11279,26990,112,0,38381,112,4448806
"1641",2008,"MA",25,4882,3177,3349,0,11408,3349,6544089
"1642",2008,"MD",24,5475,17324,525,0,23324,525,5650870
"1643",2008,"ME",23,1927,117,151,0,2195,151,1318133
"1644",2008,"MI",26,23568,26719,638,0,50925,638,9999456
"1645",2008,"MN",27,4508,3242,1656,0,9406,1656,5230247
"1646",2008,"MO",29,17322,12162,702,0,30186,702,5951844
"1647",2008,"MS",28,6954,15539,261,0,22754,261,2939234
"1648",2008,"MT",30,2556,103,920,0,3579,920,967717
"1649",2008,"NC",37,13867,22607,3008,0,39482,3008,9230086
"1650",2008,"ND",38,955,86,411,0,1452,411,640525
"1651",2008,"NE",31,2512,1199,809,0,4520,809,1780143
"1652",2008,"NH",33,2481,170,253,0,2904,253,1320981
"1653",2008,"NJ",34,5220,15910,4823,0,25953,4823,8657319
"1654",2008,"NM",35,1504,533,4285,0,6322,4285,1984179
"1655",2008,"NV",32,6001,3664,3078,0,12743,3078,2612460
"1656",2008,"NY",36,12827,31088,16464,0,60379,16464,19464482
"1657",2008,"OH",39,25419,24735,1532,0,51686,1532,11526691
"1658",2008,"OK",40,13005,7645,4010,0,24660,4010,3640241
"1659",2008,"OR",41,10519,1376,2281,9,14167,2272,3780596
"1660",2008,"PA",42,19140,24353,5814,0,49307,5814,12562536
"1661",2008,"RI",44,1968,1151,926,0,4045,926,1058368
"1662",2008,"SC",45,7881,15886,559,0,24326,559,4497746
"1663",2008,"SD",46,2069,210,1063,0,3342,1063,803047
"1664",2008,"ST",60,546211,598549,252523,18,1397265,252505,NA
"1665",2008,"TN",47,13640,12929,659,0,27228,659,6239542
"1666",2008,"TX",48,53894,64366,54246,0,172506,54246,24290611
"1667",2008,"US",70,660919,678273,259371,18,1598545,259353,304177401
"1668",2008,"UT",49,4315,445,1786,0,6546,1786,2724685
"1669",2008,"VA",51,13754,23698,764,0,38216,764,7780691
"1670",2008,"VT",50,1832,192,92,0,2116,92,620967
"1671",2008,"WA",53,11215,3395,3316,0,17926,3316,6566085
"1672",2008,"WI",55,11955,10400,1025,0,23380,1025,5627257
"1673",2008,"WV",54,5152,813,94,0,6059,94,1816352
"1674",2008,"WY",56,1622,107,355,0,2084,355,532626
"1675",2009,"AK",2,2540,550,2195,0,5285,2195,694690
"1676",2009,"AL",1,12799,19037,38,0,31874,38,4707496
"1677",2009,"AR",5,7751,6932,525,0,15208,525,2887331
"1678",2009,"AZ",4,15726,5356,19462,0,40544,19462,6587653
"1679",2009,"CA",6,44006,49680,77589,0,171275,77589,36887615
"1680",2009,"CO",8,10014,4503,8278,0,22795,8278,5015155
"1681",2009,"CT",9,6125,8312,5279,0,19716,5279,3514826
"1682",2009,"DC",11,0,0,0,0,0,0,599975
"1683",2009,"DE",10,2466,3985,324,0,6775,324,884124
"1684",2009,"FE",99,119808,80934,7376,0,208118,7376,NA
"1685",2009,"FL",12,48293,51447,4175,0,103915,4175,18509936
"1686",2009,"GA",13,17972,33419,1985,2,53374,1983,9813588
"1687",2009,"HI",15,1324,272,4295,0,5891,4295,1288285
"1688",2009,"IA",19,5767,2225,821,0,8813,821,3008331
"1689",2009,"ID",16,5470,183,1747,0,7400,1747,1544465
"1690",2009,"IL",17,12781,26299,6081,0,45161,6081,12893278
"1691",2009,"IN",18,16523,10791,1494,0,28808,1494,6417276
"1692",2009,"KS",20,4725,2856,1060,0,8641,1060,2817430
"1693",2009,"KY",21,15134,6089,415,0,21638,415,4312268
"1694",2009,"LA",22,11942,27704,134,0,39780,134,4489490
"1695",2009,"MA",25,4843,3182,3291,0,11316,3291,6592205
"1696",2009,"MD",24,5513,16587,155,0,22255,155,5688399
"1697",2009,"ME",23,1934,110,162,0,2206,162,1315889
"1698",2009,"MI",26,20648,24198,632,0,45478,632,9955260
"1699",2009,"MN",27,4654,3531,1801,0,9986,1801,5262824
"1700",2009,"MO",29,17563,12273,736,9,30563,727,5982234
"1701",2009,"MS",28,6830,14432,220,0,21482,220,2949943
"1702",2009,"MT",30,2592,93,920,0,3605,920,974163
"1703",2009,"NC",37,13858,22706,3289,0,39853,3289,9357107
"1704",2009,"ND",38,963,98,425,0,1486,425,645903
"1705",2009,"NE",31,2488,1179,807,0,4474,807,1794852
"1706",2009,"NH",33,2277,170,293,9,2731,284,1322181
"1707",2009,"NJ",34,5146,15567,4669,0,25382,4669,8693723
"1708",2009,"NM",35,1524,536,4314,0,6374,4314,2007315
"1709",2009,"NV",32,5759,3567,3156,0,12482,3156,2638588
"1710",2009,"NY",36,12856,29906,15925,0,58687,15925,19522612
"1711",2009,"OH",39,25454,24600,1552,0,51606,1552,11531860
"1712",2009,"OK",40,13148,7667,3988,0,24803,3988,3685640
"1713",2009,"OR",41,10555,1402,2446,0,14403,2446,3823058
"1714",2009,"PA",42,19967,25441,6021,0,51429,6021,12602112
"1715",2009,"RI",44,1755,1062,857,0,3674,857,1057451
"1716",2009,"SC",45,7881,15886,558,0,24325,558,4554258
"1717",2009,"SD",46,2110,211,1113,0,3434,1113,810814
"1718",2009,"ST",60,546772,598323,258728,20,1403803,258708,NA
"1719",2009,"TN",47,13321,12976,668,0,26965,668,6291220
"1720",2009,"TX",48,53183,62631,55435,0,171249,55435,24770651
"1721",2009,"US",70,666580,679257,266104,20,1611921,266084,306656290
"1722",2009,"UT",49,4272,464,1797,0,6533,1797,2780871
"1723",2009,"VA",51,13522,23607,952,0,38081,952,7862480
"1724",2009,"VT",50,1906,219,95,0,2220,95,621436
"1725",2009,"WA",53,11589,3527,3117,0,18233,3117,6671597
"1726",2009,"WI",55,10228,9931,2994,0,23153,2994,5650751
"1727",2009,"WV",54,5442,837,88,0,6367,88,1821290
"1728",2009,"WY",56,1633,87,355,0,2075,355,544391
"1729",2010,"AK",2,2682,528,2212,-179,5601,2391,708862
"1730",2010,"AL",1,12792,18460,40,0,31292,40,4729656
"1731",2010,"AR",5,8454,7185,565,0,16204,565,2910236
"1732",2010,"AZ",4,15473,5301,19356,0,40130,19356,6676627
"1733",2010,"CA",6,41720,47775,75567,0,165062,75567,37266600
"1734",2010,"CO",8,10051,4409,8355,0,22815,8355,5095309
"1735",2010,"CT",9,6018,8054,5249,0,19321,5249,3526937
"1736",2010,"DC",11,0,0,0,0,0,0,610589
"1737",2010,"DE",10,2325,3762,291,0,6378,291,891464
"1738",2010,"FE",99,121046,81445,7280,0,209771,7280,NA
"1739",2010,"FL",12,49069,50966,4271,0,104306,4271,18678049
"1740",2010,"GA",13,16618,30729,1817,0,49164,1817,9908357
"1741",2010,"HI",15,1351,250,4311,0,5912,4311,1300086
"1742",2010,"IA",19,6139,2425,891,0,9455,891,3023081
"1743",2010,"ID",16,5470,181,1780,0,7431,1780,1559796
"1744",2010,"IL",17,14014,27798,6606,0,48418,6606,12944410
"1745",2010,"IN",18,16200,10280,1548,0,28028,1548,6445295
"1746",2010,"KS",20,4912,2993,1146,0,9051,1146,2841121
"1747",2010,"KY",21,14693,5438,413,0,20544,413,4339435
"1748",2010,"LA",22,11778,27521,146,0,39445,146,4529426
"1749",2010,"MA",25,4870,3206,3243,0,11319,3243,6631280
"1750",2010,"MD",24,5901,16624,120,0,22645,120,5737274
"1751",2010,"ME",23,1862,147,145,0,2154,145,1312939
"1752",2010,"MI",26,19360,23798,955,0,44113,955,9931235
"1753",2010,"MN",27,4531,3474,1791,0,9796,1791,5290447
"1754",2010,"MO",29,17927,11969,727,0,30623,727,6011741
"1755",2010,"MS",28,6819,14029,219,0,21067,219,2960467
"1756",2010,"MT",30,2625,103,988,0,3716,988,980152
"1757",2010,"NC",37,13958,22823,3335,0,40116,3335,9458888
"1758",2010,"ND",38,923,105,459,0,1487,459,653778
"1759",2010,"NE",31,2565,1205,817,0,4587,817,1811072
"1760",2010,"NH",33,2330,171,260,0,2761,260,1323531
"1761",2010,"NJ",34,5214,15399,4394,0,25007,4394,8732811
"1762",2010,"NM",35,1602,518,4539,0,6659,4539,2033875
"1763",2010,"NV",32,5767,3611,3190,-84,12652,3274,2654751
"1764",2010,"NY",36,12667,28628,15361,0,56656,15361,19577730
"1765",2010,"OH",39,25756,24399,1557,0,51712,1557,11532111
"1766",2010,"OK",40,13403,7497,4012,0,24912,4012,3724447
"1767",2010,"OR",41,10555,1431,2528,0,14514,2528,3855536
"1768",2010,"PA",42,19961,25347,5956,0,51264,5956,12632780
"1769",2010,"RI",44,1631,964,776,0,3371,776,1056870
"1770",2010,"SC",45,7644,15296,638,0,23578,638,4596958
"1771",2010,"SD",46,2103,187,1144,0,3434,1144,820077
"1772",2010,"ST",60,546231,588084,259270,-263,1393848,259533,NA
"1773",2010,"TN",47,13713,13052,686,0,27451,686,6338112
