"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITE","BLACK","HISP","AIAN","ASIAN","NHPI","API","TWORACE","ADDRACE","UNKRACE","TOTRACE","NOTHISP","UNKHISP","TOTHCAT","gender"
"2379",1983,4,"AZ",4,"Arizona",3067142,260,62,56,25,NA,NA,0,NA,NA,0,347,291,0,NA,"F"
"2380",1983,5,"AR",3,"Arkansas",2319774,88,106,1,1,NA,NA,0,NA,NA,1,196,195,0,NA,"F"
"2381",1983,6,"CA",4,"California",25844389,1262,593,449,49,NA,NA,0,NA,NA,116,2020,NA,1571,NA,"F"
"2382",1983,8,"CO",4,"Colorado",3169987,98,37,36,1,NA,NA,0,NA,NA,0,136,100,0,NA,"F"
"2383",1983,9,"CT",1,"Connecticut",3180023,107,146,27,1,NA,NA,0,NA,NA,27,281,254,0,NA,"F"
"2384",1983,10,"DE",3,"Delaware",611517,38,69,2,0,NA,NA,0,NA,NA,0,107,105,0,NA,"F"
"2385",1983,11,"DC",3,"District of Columbia",633382,19,208,NA,0,NA,NA,0,NA,NA,0,227,NA,227,NA,"F"
"2386",1983,12,"FL",3,"Florida",11039921,525,655,5,0,NA,NA,0,NA,NA,0,1180,1175,0,NA,"F"
"2387",1983,13,"GA",3,"Georgia",5834957,303,447,NA,0,NA,NA,0,NA,NA,0,750,NA,750,NA,"F"
"2388",1983,15,"HI",4,"Hawaii",1027935,44,12,NA,2,NA,NA,47,NA,NA,4,109,NA,109,NA,"F"
"2389",1983,16,"ID",4,"Idaho",990841,37,1,1,5,NA,NA,0,NA,NA,0,43,42,0,NA,"F"
"2390",1983,17,"IL",2,"Illinois",11412138,350,185,15,6,NA,NA,1,NA,NA,15,557,542,0,NA,"F"
"2391",1983,18,"IN",2,"Indiana",5458328,202,185,0,2,NA,NA,0,NA,NA,0,389,389,0,NA,"F"
"2392",1983,19,"IA",2,"Iowa",2858624,92,21,2,2,NA,NA,0,NA,NA,2,117,115,0,NA,"F"
"2393",1983,20,"KS",2,"Kansas",2424076,114,87,7,3,NA,NA,1,NA,NA,0,205,198,0,NA,"F"
"2394",1983,21,"KY",3,"Kentucky",3695451,75,118,0,0,NA,NA,0,NA,NA,0,193,193,0,NA,"F"
"2395",1983,22,"LA",3,"Louisiana",4400474,149,384,NA,0,NA,NA,0,NA,NA,0,533,NA,533,NA,"F"
"2396",1983,23,"ME",1,"Maine",1155630,33,0,0,0,NA,NA,0,NA,NA,0,33,33,0,NA,"F"
"2397",1983,24,"MD",3,"Maryland",4365238,110,298,NA,0,NA,NA,0,NA,NA,1,409,NA,409,NA,"F"
"2398",1983,25,"MA",1,"Massachusetts",5840772,151,86,18,0,NA,NA,1,NA,NA,0,238,220,0,NA,"F"
"2399",1983,26,"MI",2,"Michigan",9049446,178,465,5,4,NA,NA,0,NA,NA,6,653,647,1,NA,"F"
"2400",1983,27,"MN",2,"Minnesota",4157698,45,12,1,8,NA,NA,0,NA,NA,2,67,66,0,NA,"F"
"2401",1983,28,"MS",3,"Mississippi",2578058,66,127,1,0,NA,NA,0,NA,NA,12,205,192,12,NA,"F"
"2402",1983,29,"MO",2,"Missouri",4975283,289,193,NA,0,NA,NA,0,NA,NA,0,482,NA,482,NA,"F"
"2403",1983,30,"MT",4,"Montana",820893,18,0,0,6,NA,NA,0,NA,NA,0,24,24,0,NA,"F"
"2404",1983,31,"NE",2,"Nebraska",1588629,33,23,1,2,NA,NA,0,NA,NA,0,58,57,0,NA,"F"
"2405",1983,32,"NV",4,"Nevada",924905,69,81,4,1,NA,NA,2,NA,NA,11,164,160,0,NA,"F"
"2406",1983,33,"NH",1,"New Hampshire",976864,14,0,1,0,NA,NA,0,NA,NA,0,14,13,0,NA,"F"
"2407",1983,34,"NJ",1,"New Jersey",7515478,114,228,4,0,NA,NA,0,NA,NA,0,342,338,0,NA,"F"
"2408",1983,35,"NM",4,"New Mexico",1416665,61,9,35,1,NA,NA,0,NA,NA,0,71,36,0,NA,"F"
"2409",1983,36,"NY",1,"New York",17745690,352,485,156,4,NA,NA,2,NA,NA,0,843,687,0,NA,"F"
"2410",1983,37,"NC",3,"North Carolina",6164014,279,298,NA,12,NA,NA,0,NA,NA,0,589,NA,589,NA,"F"
"2411",1983,38,"ND",2,"North Dakota",680498,5,1,0,4,NA,NA,0,NA,NA,0,10,10,0,NA,"F"
"2412",1983,39,"OH",2,"Ohio",10737746,416,561,1,0,NA,NA,0,NA,NA,0,977,970,6,NA,"F"
"2413",1983,40,"OK",3,"Oklahoma",3285528,232,98,4,20,NA,NA,0,NA,NA,6,356,350,2,NA,"F"
"2414",1983,41,"OR",4,"Oregon",2666592,94,43,0,6,NA,NA,0,NA,NA,1,144,144,0,NA,"F"
"2415",1983,42,"PA",1,"Pennsylvania",11815171,181,216,NA,0,NA,NA,0,NA,NA,0,397,NA,397,NA,"F"
"2416",1983,44,"RI",1,"Rhode Island",961901,22,15,1,0,NA,NA,0,NA,NA,0,37,36,0,NA,"F"
"2417",1983,45,"SC",3,"South Carolina",3271861,179,247,NA,0,NA,NA,0,NA,NA,0,426,NA,426,NA,"F"
"2418",1983,46,"SD",2,"South Dakota",697239,22,0,0,19,NA,NA,0,NA,NA,0,41,41,0,NA,"F"
"2419",1983,47,"TN",3,"Tennessee",4686740,221,176,NA,NA,NA,NA,NA,NA,NA,1,398,NA,398,NA,"F"
"2420",1983,48,"TX",3,"Texas",16007077,747,723,184,0,NA,NA,0,NA,NA,0,1470,1286,0,NA,"F"
"2421",1983,49,"UT",4,"Utah",1622341,39,9,10,2,NA,NA,1,NA,NA,0,51,41,0,NA,"F"
"2422",1983,50,"VT",1,"Vermont",526658,0,0,NA,0,NA,NA,0,NA,NA,9,9,NA,9,NA,"F"
"2423",1983,51,"VA",3,"Virginia",5643860,144,222,NA,0,NA,NA,0,NA,NA,15,381,NA,381,NA,"F"
"2424",1983,53,"WA",4,"Washington",4343650,136,79,8,15,NA,NA,1,NA,NA,21,252,244,0,NA,"F"
"2425",1983,54,"WV",3,"West Virginia",1927701,48,18,0,0,NA,NA,0,NA,NA,0,66,66,0,NA,"F"
"2426",1983,55,"WI",2,"Wisconsin",4735576,114,97,15,3,NA,NA,0,NA,NA,1,215,193,7,NA,"F"
"2427",1983,56,"WY",4,"Wyoming",504893,29,1,2,3,NA,NA,0,NA,NA,0,33,31,0,NA,"F"
"2428",1983,60,"ST",7,"State prison total",NA,8424,8435,1053,232,NA,NA,58,NA,0,251,17400,10038,6309,NA,"F"
"2429",1983,70,"US",5,"US prison total (state+federal)",NA,9380,9196,1344,253,NA,NA,74,NA,0,251,19154,11501,6309,NA,"F"
"2430",1983,99,"FE",6,"Federal BOP",NA,956,761,291,21,NA,NA,16,NA,NA,0,1754,1463,0,NA,"F"
"2431",1984,1,"AL",3,"Alabama",3972520,202,317,0,2,NA,NA,0,NA,NA,0,521,521,0,521,"F"
"2432",1984,2,"AK",4,"Alaska",532492,44,6,1,28,NA,NA,1,NA,NA,0,79,78,0,79,"F"
"2433",1984,4,"AZ",4,"Arizona",3183535,287,61,72,15,NA,NA,0,NA,NA,0,363,291,0,363,"F"
"2434",1984,5,"AR",3,"Arkansas",2327044,85,110,0,1,NA,NA,0,NA,NA,0,196,196,0,196,"F"
"2435",1984,6,"CA",4,"California",26441112,1453,647,569,69,NA,NA,4,NA,NA,137,2310,0,1741,2310,"F"
"2436",1984,8,"CO",4,"Colorado",3208717,100,40,36,0,NA,NA,0,NA,NA,0,140,104,0,140,"F"
"2437",1984,9,"CT",1,"Connecticut",3201128,103,152,30,1,NA,NA,1,NA,NA,30,287,257,0,287,"F"
"2438",1984,10,"DE",3,"Delaware",618284,39,68,2,0,NA,NA,0,NA,NA,0,107,105,0,107,"F"
"2439",1984,11,"DC",3,"District of Columbia",634543,16,190,0,0,NA,NA,0,NA,NA,0,206,0,206,206,"F"
"2440",1984,12,"FL",3,"Florida",11351122,512,628,83,0,NA,NA,10,NA,NA,0,1150,1067,0,1150,"F"
"2441",1984,13,"GA",3,"Georgia",5962668,291,478,0,NA,NA,NA,NA,NA,NA,0,769,0,769,769,"F"
"2442",1984,15,"HI",4,"Hawaii",1039683,23,6,0,0,NA,NA,70,NA,NA,8,107,0,107,107,"F"
"2443",1984,16,"ID",4,"Idaho",994046,43,2,3,5,NA,NA,0,NA,NA,0,50,47,0,50,"F"
"2444",1984,17,"IL",2,"Illinois",11399804,207,400,16,7,NA,NA,1,NA,NA,20,635,615,4,635,"F"
"2445",1984,18,"IN",2,"Indiana",5459216,206,189,2,0,NA,NA,0,NA,NA,0,395,393,0,395,"F"
"2446",1984,19,"IA",2,"Iowa",2829685,81,19,1,2,NA,NA,0,NA,NA,1,103,102,0,103,"F"
"2447",1984,20,"KS",2,"Kansas",2427412,130,102,6,2,NA,NA,1,NA,NA,0,235,229,0,235,"F"
"2448",1984,21,"KY",3,"Kentucky",3694827,124,74,5,0,NA,NA,0,NA,NA,5,203,198,0,203,"F"
"2449",1984,22,"LA",3,"Louisiana",4408121,170,438,0,0,NA,NA,0,NA,NA,0,608,0,608,608,"F"
"2450",1984,23,"ME",1,"Maine",1162935,27,0,0,0,NA,NA,0,NA,NA,0,27,27,0,27,"F"
"2451",1984,24,"MD",3,"Maryland",4413075,137,303,0,0,NA,NA,0,NA,NA,1,441,0,441,441,"F"
"2452",1984,25,"MA",1,"Massachusetts",5880743,166,97,21,0,NA,NA,1,NA,NA,0,264,243,0,264,"F"
"2453",1984,26,"MI",2,"Michigan",9076297,184,484,9,4,NA,NA,0,NA,NA,11,683,672,2,683,"F"
"2454",1984,27,"MN",2,"Minnesota",4184286,48,21,0,8,NA,NA,0,NA,NA,2,79,78,1,79,"F"
"2455",1984,28,"MS",3,"Mississippi",2588097,85,169,0,1,NA,NA,0,NA,NA,5,260,255,5,260,"F"
"2456",1984,29,"MO",2,"Missouri",5000254,213,142,0,0,NA,NA,0,NA,NA,0,355,0,355,355,"F"
"2457",1984,30,"MT",4,"Montana",822305,30,0,0,6,NA,NA,0,NA,NA,0,36,36,0,36,"F"
"2458",1984,31,"NE",2,"Nebraska",1584662,37,30,1,5,NA,NA,0,NA,NA,0,72,71,0,72,"F"
"2459",1984,32,"NV",4,"Nevada",951024,114,104,4,3,NA,NA,3,NA,NA,4,228,224,0,228,"F"
"2460",1984,33,"NH",1,"New Hampshire",996757,13,1,1,0,NA,NA,0,NA,NA,0,14,13,0,14,"F"
"2461",1984,34,"NJ",1,"New Jersey",7565519,123,245,18,0,NA,NA,0,NA,NA,0,368,350,0,368,"F"
"2462",1984,35,"NM",4,"New Mexico",1438371,70,11,42,4,NA,NA,0,NA,NA,0,85,43,0,85,"F"
"2463",1984,36,"NY",1,"New York",17791670,460,551,228,2,NA,NA,1,NA,NA,4,1018,790,0,1018,"F"
"2464",1984,37,"NC",3,"North Carolina",6253989,302,382,0,18,NA,NA,0,NA,NA,0,702,0,702,702,"F"
"2465",1984,38,"ND",2,"North Dakota",676991,7,1,0,4,NA,NA,0,NA,NA,0,12,12,0,12,"F"
"2466",1984,39,"OH",2,"Ohio",10734920,407,562,0,0,NA,NA,0,NA,NA,49,1018,965,53,1018,"F"
"2467",1984,40,"OK",3,"Oklahoma",3271332,289,142,4,34,NA,NA,0,NA,NA,7,472,465,3,472,"F"
"2468",1984,41,"OR",4,"Oregon",2672648,120,35,10,10,NA,NA,0,NA,NA,5,170,157,3,170,"F"
"2469",1984,42,"PA",1,"Pennsylvania",11770855,185,288,2,0,NA,NA,0,NA,NA,2,475,0,473,475,"F"
"2470",1984,44,"RI",1,"Rhode Island",968950,19,14,1,0,NA,NA,0,NA,NA,0,33,32,0,33,"F"
"2471",1984,45,"SC",3,"South Carolina",3303208,188,249,0,0,NA,NA,0,NA,NA,0,437,0,437,437,"F"
"2472",1984,46,"SD",2,"South Dakota",698400,22,0,0,10,NA,NA,0,NA,NA,0,32,32,0,32,"F"
"2473",1984,47,"TN",3,"Tennessee",4715287,204,109,0,NA,NA,NA,NA,NA,NA,1,314,0,314,314,"F"
"2474",1984,48,"TX",3,"Texas",16272735,905,790,223,0,NA,NA,0,NA,NA,0,1695,1472,0,1695,"F"
"2475",1984,49,"UT",4,"Utah",1642907,50,14,7,3,NA,NA,0,NA,NA,0,67,60,0,67,"F"
"2476",1984,50,"VT",1,"Vermont",530029,0,0,0,0,NA,NA,0,NA,NA,12,12,0,12,12,"F"
"2477",1984,51,"VA",3,"Virginia",5715156,148,282,0,0,NA,NA,0,NA,NA,3,433,0,433,433,"F"
"2478",1984,53,"WA",4,"Washington",4400098,144,79,13,12,NA,NA,2,NA,NA,17,254,241,0,254,"F"
"2479",1984,54,"WV",3,"West Virginia",1906828,38,7,0,0,NA,NA,0,NA,NA,0,45,45,0,45,"F"
"2480",1984,55,"WI",2,"Wisconsin",4747753,117,91,10,6,NA,NA,0,NA,NA,4,218,197,11,218,"F"
"2481",1984,56,"WY",4,"Wyoming",499692,35,3,2,1,NA,NA,0,NA,NA,0,39,37,0,39,"F"
"2482",1984,60,"ST",7,"State prison total",NA,9003,9133,1422,263,NA,NA,95,NA,0,328,18822,10720,6680,18822,"F"
"2483",1984,70,"US",5,"US prison total (state+federal)",NA,10105,9981,1781,285,NA,NA,119,NA,0,328,20818,12357,6680,20818,"F"
"2484",1984,99,"FE",6,"Federal BOP",NA,1102,848,359,22,NA,NA,24,NA,NA,0,1996,1637,0,1996,"F"
"2485",1985,1,"AL",3,"Alabama",3991562,226,333,0,3,NA,NA,0,NA,NA,0,562,562,0,562,"F"
"2486",1985,2,"AK",4,"Alaska",544269,71,20,1,31,NA,NA,0,NA,NA,0,122,121,0,122,"F"
"2487",1985,4,"AZ",4,"Arizona",3308262,314,65,83,17,NA,NA,0,NA,NA,1,397,314,0,397,"F"
"2488",1985,5,"AR",3,"Arkansas",2331990,106,111,0,0,NA,NA,0,NA,NA,0,217,217,0,217,"F"
"2489",1985,6,"CA",4,"California",27102241,1854,816,779,66,NA,NA,3,NA,NA,167,2906,0,2127,2906,"F"
"2490",1985,8,"CO",4,"Colorado",3237447,90,40,31,1,NA,NA,0,NA,NA,0,131,100,0,131,"F"
"2491",1985,9,"CT",1,"Connecticut",3223737,116,145,61,1,NA,NA,0,NA,NA,61,323,262,0,323,"F"
"2492",1985,10,"DE",3,"Delaware",627557,44,87,1,0,NA,NA,0,NA,NA,0,131,130,0,131,"F"
"2493",1985,11,"DC",3,"District of Columbia",638278,17,211,0,0,NA,NA,0,NA,NA,0,228,0,228,228,"F"
"2494",1985,12,"FL",3,"Florida",11667504,583,715,95,0,NA,NA,6,NA,NA,0,1304,1209,0,1304,"F"
"2495",1985,13,"GA",3,"Georgia",6084660,345,488,0,NA,NA,NA,NA,NA,NA,NA,833,0,833,833,"F"
"2496",1985,15,"HI",4,"Hawaii",1051759,13,4,3,4,NA,NA,63,NA,NA,64,148,90,55,148,"F"
"2497",1985,16,"ID",4,"Idaho",990226,43,1,3,7,NA,NA,0,NA,NA,0,51,48,0,51,"F"
"2498",1985,17,"IL",2,"Illinois",11387258,224,411,25,7,NA,NA,1,NA,NA,30,673,643,5,673,"F"
"2499",1985,18,"IN",2,"Indiana",5454114,235,215,3,1,NA,NA,0,NA,NA,0,451,448,0,451,"F"
"2500",1985,19,"IA",2,"Iowa",2791966,89,23,2,2,NA,NA,0,NA,NA,2,116,114,0,116,"F"
"2501",1985,20,"KS",2,"Kansas",2432616,148,122,7,2,NA,NA,1,NA,NA,0,273,266,0,273,"F"
"2502",1985,21,"KY",3,"Kentucky",3687813,152,72,0,0,NA,NA,0,NA,NA,0,224,0,224,224,"F"
"2503",1985,22,"LA",3,"Louisiana",4406918,140,470,0,0,NA,NA,0,NA,NA,0,610,0,610,610,"F"
"2504",1985,23,"ME",1,"Maine",1170121,32,0,0,0,NA,NA,0,NA,NA,0,32,32,0,32,"F"
"2505",1985,24,"MD",3,"Maryland",4486957,133,277,0,0,NA,NA,0,NA,NA,1,411,0,411,411,"F"
"2506",1985,25,"MA",1,"Massachusetts",5902682,201,109,28,1,NA,NA,0,NA,NA,0,311,283,0,311,"F"
"2507",1985,26,"MI",2,"Michigan",9127776,224,579,7,2,NA,NA,NA,NA,NA,9,814,807,0,814,"F"
"2508",1985,27,"MN",2,"Minnesota",4205208,59,22,2,7,NA,NA,1,NA,NA,2,91,89,0,91,"F"
"2509",1985,28,"MS",3,"Mississippi",2593596,109,168,2,1,NA,NA,0,NA,NA,11,289,276,11,289,"F"
"2510",1985,29,"MO",2,"Missouri",5023068,229,152,0,0,NA,NA,0,NA,NA,0,381,0,381,381,"F"
"2511",1985,30,"MT",4,"Montana",813748,28,0,0,11,NA,NA,0,NA,NA,0,39,39,0,39,"F"
"2512",1985,31,"NE",2,"Nebraska",1574336,37,29,0,4,NA,NA,0,NA,NA,0,70,69,1,70,"F"
"2513",1985,32,"NV",4,"Nevada",980653,127,117,5,5,NA,NA,5,NA,NA,5,259,254,0,259,"F"
"2514",1985,33,"NH",1,"New Hampshire",1025055,15,3,1,0,NA,NA,0,NA,NA,0,18,17,0,18,"F"
"2515",1985,34,"NJ",1,"New Jersey",7622150,132,245,32,0,NA,NA,0,NA,NA,11,388,345,11,388,"F"
"2516",1985,35,"NM",4,"New Mexico",1462727,109,9,63,3,NA,NA,0,NA,NA,5,126,58,5,126,"F"
"2517",1985,36,"NY",1,"New York",17833419,514,539,257,2,NA,NA,0,NA,NA,1,1056,798,1,1056,"F"
"2518",1985,37,"NC",3,"North Carolina",6321582,315,411,0,20,NA,NA,0,NA,NA,1,747,0,747,747,"F"
"2519",1985,38,"ND",2,"North Dakota",669489,5,1,0,3,NA,NA,0,NA,NA,0,9,9,0,9,"F"
"2520",1985,39,"OH",2,"Ohio",10730268,463,649,0,0,NA,NA,0,NA,NA,41,1153,1112,41,1153,"F"
"2521",1985,40,"OK",3,"Oklahoma",3252731,307,163,4,28,NA,NA,0,NA,NA,9,507,498,5,507,"F"
"2522",1985,41,"OR",4,"Oregon",2683531,136,41,0,12,NA,NA,0,NA,NA,0,189,189,0,189,"F"
"2523",1985,42,"PA",1,"Pennsylvania",11782745,196,304,0,0,NA,NA,0,NA,NA,0,500,0,500,500,"F"
"2524",1985,44,"RI",1,"Rhode Island",977343,23,16,3,0,NA,NA,0,NA,NA,0,39,36,0,39,"F"
"2525",1985,45,"SC",3,"South Carolina",3342769,206,294,1,0,NA,NA,0,NA,NA,1,501,437,63,501,"F"
"2526",1985,46,"SD",2,"South Dakota",695980,25,1,0,13,NA,NA,0,NA,NA,0,39,39,0,39,"F"
"2527",1985,47,"TN",3,"Tennessee",4738713,188,108,0,NA,NA,NA,NA,NA,NA,6,302,0,302,302,"F"
"2528",1985,48,"TX",3,"Texas",16561112,874,720,234,0,NA,NA,0,NA,NA,0,1594,1360,0,1594,"F"
"2529",1985,49,"UT",4,"Utah",1662838,53,7,10,3,NA,NA,0,NA,NA,0,63,53,0,63,"F"
"2530",1985,50,"VT",1,"Vermont",534055,0,0,0,0,NA,NA,0,NA,NA,17,17,0,17,17,"F"
"2531",1985,51,"VA",3,"Virginia",5811691,181,286,0,0,NA,NA,0,NA,NA,2,469,0,469,469,"F"
"2532",1985,53,"WA",4,"Washington",4452722,151,55,14,7,NA,NA,3,NA,NA,14,230,216,0,230,"F"
"2533",1985,54,"WV",3,"West Virginia",1882350,41,16,0,0,NA,NA,0,NA,NA,0,57,57,0,57,"F"
"2534",1985,55,"WI",2,"Wisconsin",4755625,120,118,5,12,NA,NA,0,NA,NA,2,252,245,2,252,"F"
"2535",1985,56,"WY",4,"Wyoming",495624,34,3,3,5,NA,NA,0,NA,NA,0,42,39,0,42,"F"
"2536",1985,60,"ST",7,"State prison total",NA,10077,9791,1765,281,NA,NA,83,NA,0,463,20695,11881,7049,20695,"F"
"2537",1985,70,"US",5,"US prison total (state+federal)",NA,11429,10793,2212,310,NA,NA,104,NA,0,463,23099,13838,7049,23099,"F"
"2538",1985,99,"FE",6,"Federal BOP",NA,1352,1002,447,29,NA,NA,21,NA,NA,0,2404,1957,0,2404,"F"
"2539",1986,1,"AL",3,"Alabama",4015257,226,387,0,3,NA,NA,0,NA,NA,0,616,616,0,616,"F"
"2540",1986,2,"AK",4,"Alaska",539310,65,10,2,40,NA,NA,1,NA,NA,0,116,114,0,116,"F"
"2541",1986,4,"AZ",4,"Arizona",3437102,378,95,108,13,NA,NA,0,NA,NA,0,486,378,0,486,"F"
"2542",1986,5,"AR",3,"Arkansas",2342359,128,96,0,0,NA,NA,0,NA,NA,0,224,224,0,224,"F"
"2543",1986,6,"CA",4,"California",27777153,2280,982,942,77,NA,NA,2,NA,NA,223,3564,0,2622,3564,"F"
"2544",1986,8,"CO",4,"Colorado",3260478,119,57,34,1,NA,NA,0,NA,NA,0,177,143,0,177,"F"
"2545",1986,9,"CT",1,"Connecticut",3247291,141,194,57,2,NA,NA,1,NA,NA,57,395,338,0,395,"F"
"2546",1986,10,"DE",3,"Delaware",636957,53,104,0,0,NA,NA,0,NA,NA,0,157,157,0,157,"F"
"2547",1986,11,"DC",3,"District of Columbia",636934,10,239,0,0,NA,NA,0,NA,NA,0,249,0,249,249,"F"
"2548",1986,12,"FL",3,"Florida",11997290,686,949,121,0,NA,NA,NA,NA,NA,0,1635,1514,0,1635,"F"
"2549",1986,13,"GA",3,"Georgia",6208470,365,582,0,NA,NA,NA,NA,NA,NA,NA,947,0,947,947,"F"
"2550",1986,15,"HI",4,"Hawaii",1067911,34,11,2,3,NA,NA,55,NA,NA,33,136,112,22,136,"F"
"2551",1986,16,"ID",4,"Idaho",985004,53,1,3,7,NA,NA,0,NA,NA,0,61,58,0,61,"F"
"2552",1986,17,"IL",2,"Illinois",11391176,248,474,34,7,NA,NA,1,NA,NA,34,764,730,0,764,"F"
"2553",1986,18,"IN",2,"Indiana",5473009,211,193,4,0,NA,NA,0,NA,NA,0,404,400,0,404,"F"
"2554",1986,19,"IA",2,"Iowa",2767005,96,25,2,2,NA,NA,0,NA,NA,1,124,120,2,124,"F"
"2555",1986,20,"KS",2,"Kansas",2445387,156,138,7,3,NA,NA,0,NA,NA,0,297,290,0,297,"F"
"2556",1986,21,"KY",3,"Kentucky",3683325,133,88,0,0,NA,NA,0,NA,NA,0,221,0,221,221,"F"
"2557",1986,22,"LA",3,"Louisiana",4344129,144,483,0,0,NA,NA,0,NA,NA,0,627,0,627,627,"F"
"2558",1986,23,"ME",1,"Maine",1184570,27,0,0,0,NA,NA,0,NA,NA,0,27,27,0,27,"F"
"2559",1986,24,"MD",3,"Maryland",4565578,140,304,0,0,NA,NA,0,NA,NA,0,444,0,444,444,"F"
"2560",1986,25,"MA",1,"Massachusetts",5935209,207,90,40,2,NA,NA,0,NA,NA,27,326,286,0,326,"F"
"2561",1986,26,"MI",2,"Michigan",9187485,306,696,11,4,NA,NA,NA,NA,NA,12,1018,1007,0,1018,"F"
"2562",1986,27,"MN",2,"Minnesota",4235140,64,24,2,7,NA,NA,0,NA,NA,2,97,95,0,97,"F"
"2563",1986,28,"MS",3,"Mississippi",2588539,102,191,0,2,NA,NA,0,NA,NA,9,304,295,9,304,"F"
"2564",1986,29,"MO",2,"Missouri",5056695,272,181,0,0,NA,NA,0,NA,NA,0,453,0,453,453,"F"
"2565",1986,30,"MT",4,"Montana",805064,34,0,0,8,NA,NA,0,NA,NA,0,42,42,0,42,"F"
"2566",1986,31,"NE",2,"Nebraska",1566558,52,31,1,2,NA,NA,0,NA,NA,0,85,84,0,85,"F"
"2567",1986,32,"NV",4,"Nevada",1023418,146,134,6,6,NA,NA,6,NA,NA,6,298,292,0,298,"F"
"2568",1986,33,"NH",1,"New Hampshire",1054283,20,2,1,0,NA,NA,0,NA,NA,0,22,21,0,22,"F"
"2569",1986,34,"NJ",1,"New Jersey",7670743,142,267,38,0,NA,NA,0,NA,NA,8,417,371,8,417,"F"
"2570",1986,35,"NM",4,"New Mexico",1478519,129,10,84,3,NA,NA,0,NA,NA,1,143,58,1,143,"F"
"2571",1986,36,"NY",1,"New York",17868849,621,700,364,2,NA,NA,3,NA,NA,0,1326,962,0,1326,"F"
"2572",1986,37,"NC",3,"North Carolina",6403696,385,427,0,18,NA,NA,0,NA,NA,0,830,0,830,830,"F"
"2573",1986,38,"ND",2,"North Dakota",661167,8,0,0,3,NA,NA,0,NA,NA,0,11,11,0,11,"F"
"2574",1986,39,"OH",2,"Ohio",10760081,460,693,0,0,NA,NA,0,NA,NA,60,1213,1153,60,1213,"F"
"2575",1986,40,"OK",3,"Oklahoma",3210117,394,236,4,40,NA,NA,0,NA,NA,9,679,670,5,679,"F"
"2576",1986,41,"OR",4,"Oregon",2700999,182,43,3,12,NA,NA,0,NA,NA,1,238,235,0,238,"F"
"2577",1986,42,"PA",1,"Pennsylvania",11810864,254,337,0,0,NA,NA,0,NA,NA,0,591,0,591,591,"F"
"2578",1986,44,"RI",1,"Rhode Island",989603,33,13,1,0,NA,NA,0,NA,NA,0,46,45,0,46,"F"
"2579",1986,45,"SC",3,"South Carolina",3380506,238,362,1,0,NA,NA,1,NA,NA,0,601,576,24,601,"F"
"2580",1986,46,"SD",2,"South Dakota",696042,33,2,1,14,NA,NA,0,NA,NA,0,49,48,0,49,"F"
"2581",1986,47,"TN",3,"Tennessee",4782930,262,142,0,NA,NA,NA,NA,NA,NA,9,413,0,413,413,"F"
"2582",1986,48,"TX",3,"Texas",16621799,749,750,246,0,NA,NA,0,NA,NA,246,1745,1499,0,1745,"F"
"2583",1986,49,"UT",4,"Utah",1678115,65,5,12,1,NA,NA,0,NA,NA,0,71,59,0,71,"F"
"2584",1986,50,"VT",1,"Vermont",540273,11,0,0,0,NA,NA,0,NA,NA,0,11,0,11,11,"F"
"2585",1986,51,"VA",3,"Virginia",5932267,196,290,0,NA,NA,NA,NA,NA,NA,2,488,0,488,488,"F"
"2586",1986,53,"WA",4,"Washington",4531891,137,59,6,16,NA,NA,1,NA,NA,9,222,216,0,222,"F"
"2587",1986,54,"WV",3,"West Virginia",1857579,55,22,0,0,NA,NA,0,NA,NA,0,77,77,0,77,"F"
"2588",1986,55,"WI",2,"Wisconsin",4777930,128,137,16,14,NA,NA,0,NA,NA,3,282,264,2,282,"F"
"2589",1986,56,"WY",4,"Wyoming",476967,42,5,2,6,NA,NA,0,NA,NA,0,53,51,0,53,"F"
"2590",1986,60,"ST",7,"State prison total",NA,11420,11261,2155,318,NA,NA,71,NA,0,752,23822,13638,8029,23822,"F"
"2591",1986,70,"US",5,"US prison total (state+federal)",NA,13043,12403,2702,363,NA,NA,94,NA,0,752,26655,15924,8029,26655,"F"
"2592",1986,99,"FE",6,"Federal BOP",NA,1623,1142,547,45,NA,NA,23,NA,NA,0,2833,2286,0,2833,"F"
"2593",1987,1,"AL",3,"Alabama",4023848,283,446,0,3,NA,NA,0,NA,NA,0,732,732,0,732,"F"
"2594",1987,2,"AK",4,"Alaska",541982,67,11,2,41,NA,NA,1,NA,NA,0,120,118,0,120,"F"
"2595",1987,4,"AZ",4,"Arizona",3535179,472,112,141,25,NA,NA,0,NA,NA,0,609,468,0,609,"F"
"2596",1987,5,"AR",3,"Arkansas",2342638,152,110,0,0,NA,NA,0,NA,NA,0,262,262,0,262,"F"
"2597",1987,6,"CA",4,"California",28464253,2621,1200,1032,84,NA,NA,2,NA,NA,245,4152,0,3120,4152,"F"
"2598",1987,8,"CO",4,"Colorado",3262281,154,76,46,2,NA,NA,0,NA,NA,11,243,186,11,243,"F"
"2599",1987,9,"CT",1,"Connecticut",3271958,156,213,79,1,NA,NA,2,NA,NA,80,452,372,1,452,"F"
"2600",1987,10,"DE",3,"Delaware",647585,65,99,2,0,NA,NA,0,NA,NA,0,164,162,0,164,"F"
"2601",1987,11,"DC",3,"District of Columbia",630430,30,320,0,0,NA,NA,0,NA,NA,0,350,0,350,350,"F"
