"","YEAR","STATE","REGION","state_name","Population","JURTOT","PVIN","PVOTH","PVINCL","LF","LFINCL","LFCROWD","LFCRINC","FED","OTHST","FACINCL","FACROWD","gender"
"5677",2005,"CT",1,"Connecticut",3477185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5678",2005,"DE",3,"Delaware",840296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5679",2005,"DC",3,"District of Columbia",582049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5680",2005,"FL",3,"Florida",17773291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5681",2005,"GA",3,"Georgia",9090479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5682",2005,"HI",4,"Hawaii",1259147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5683",2005,"ID",4,"Idaho",1425226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5684",2005,"IL",2,"Illinois",12672835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5685",2005,"IN",2,"Indiana",6253142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5686",2005,"IA",2,"Iowa",2950517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5687",2005,"KS",2,"Kansas",2739997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5688",2005,"KY",3,"Kentucky",4179655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5689",2005,"LA",3,"Louisiana",4495113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5690",2005,"ME",1,"Maine",1310424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5691",2005,"MD",3,"Maryland",5576889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5692",2005,"MA",1,"Massachusetts",6453694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5693",2005,"MI",2,"Michigan",10092426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5694",2005,"MN",2,"Minnesota",5106992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5695",2005,"MS",3,"Mississippi",2899300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5696",2005,"MO",2,"Missouri",5803587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5697",2005,"MT",4,"Montana",934656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5698",2005,"NE",2,"Nebraska",1750772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5699",2005,"NV",4,"Nevada",2407073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5700",2005,"NH",1,"New Hampshire",1301050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5701",2005,"NJ",1,"New Jersey",8619564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5702",2005,"NM",4,"New Mexico",1914699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5703",2005,"NY",1,"New York",19329398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5704",2005,"NC",3,"North Carolina",8655414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5705",2005,"ND",2,"North Dakota",634528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5706",2005,"OH",2,"Ohio",11475559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5707",2005,"OK",3,"Oklahoma",3530037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5708",2005,"OR",4,"Oregon",3617086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5709",2005,"PA",1,"Pennsylvania",12415908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5710",2005,"RI",1,"Rhode Island",1069226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5711",2005,"SC",3,"South Carolina",4250989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5712",2005,"SD",2,"South Dakota",778775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5713",2005,"TN",3,"Tennessee",5997481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5714",2005,"TX",3,"Texas",22790696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5715",2005,"UT",4,"Utah",2498863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5716",2005,"VT",1,"Vermont",618797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5717",2005,"VA",3,"Virginia",7547753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5718",2005,"WA",4,"Washington",6258988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5719",2005,"WV",3,"West Virginia",1804128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5720",2005,"WI",2,"Wisconsin",5542096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5721",2005,"WY",4,"Wyoming",506002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5722",2005,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5723",2005,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5724",2005,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5725",2006,"AL",3,"Alabama",4594911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5726",2006,"AK",4,"Alaska",675322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5727",2006,"AZ",4,"Arizona",6190987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5728",2006,"AR",3,"Arkansas",2814910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5729",2006,"CA",4,"California",35947461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5730",2006,"CO",4,"Colorado",4747872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5731",2006,"CT",1,"Connecticut",3484531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5732",2006,"DE",3,"Delaware",853301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5733",2006,"DC",3,"District of Columbia",583841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5734",2006,"FL",3,"Florida",18076361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5735",2006,"GA",3,"Georgia",9323575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5736",2006,"HI",4,"Hawaii",1269228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5737",2006,"ID",4,"Idaho",1463631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5738",2006,"IL",2,"Illinois",12714588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5739",2006,"IN",2,"Indiana",6300341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5740",2006,"IA",2,"Iowa",2965203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5741",2006,"KS",2,"Kansas",2754018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5742",2006,"KY",3,"Kentucky",4216783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5743",2006,"LA",3,"Louisiana",4237693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5744",2006,"ME",1,"Maine",1313479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5745",2006,"MD",3,"Maryland",5605552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5746",2006,"MA",1,"Massachusetts",6466069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5747",2006,"MI",2,"Michigan",10082414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5748",2006,"MN",2,"Minnesota",5147857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5749",2006,"MS",3,"Mississippi",2896691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5750",2006,"MO",2,"Missouri",5857974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5751",2006,"MT",4,"Montana",946059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5752",2006,"NE",2,"Nebraska",1759327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5753",2006,"NV",4,"Nevada",2491122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5754",2006,"NH",1,"New Hampshire",1311184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5755",2006,"NJ",1,"New Jersey",8619354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5756",2006,"NM",4,"New Mexico",1940631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5757",2006,"NY",1,"New York",19353588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5758",2006,"NC",3,"North Carolina",8853849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5759",2006,"ND",2,"North Dakota",636019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5760",2006,"OH",2,"Ohio",11490596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5761",2006,"OK",3,"Oklahoma",3571612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5762",2006,"OR",4,"Oregon",3675743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5763",2006,"PA",1,"Pennsylvania",12466485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5764",2006,"RI",1,"Rhode Island",1064193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5765",2006,"SC",3,"South Carolina",4334146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5766",2006,"SD",2,"South Dakota",786973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5767",2006,"TN",3,"Tennessee",6090290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5768",2006,"TX",3,"Texas",23356591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5769",2006,"UT",4,"Utah",2582234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5770",2006,"VT",1,"Vermont",619916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5771",2006,"VA",3,"Virginia",7633859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5772",2006,"WA",4,"Washington",6371097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5773",2006,"WV",3,"West Virginia",1808136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5774",2006,"WI",2,"Wisconsin",5571510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5775",2006,"WY",4,"Wyoming",512664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5776",2006,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5777",2006,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5778",2006,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5779",2007,"AL",3,"Alabama",4634063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5780",2007,"AK",4,"Alaska",679893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5781",2007,"AZ",4,"Arizona",6360238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5782",2007,"AR",3,"Arkansas",2841595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5783",2007,"CA",4,"California",36185908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5784",2007,"CO",4,"Colorado",4837229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5785",2007,"CT",1,"Connecticut",3488084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5786",2007,"DE",3,"Delaware",865314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5787",2007,"DC",3,"District of Columbia",585916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5788",2007,"FL",3,"Florida",18262096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5789",2007,"GA",3,"Georgia",9526642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5790",2007,"HI",4,"Hawaii",1269796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5791",2007,"ID",4,"Idaho",1498390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5792",2007,"IL",2,"Illinois",12775864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5793",2007,"IN",2,"Indiana",6344771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5794",2007,"IA",2,"Iowa",2979867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5795",2007,"KS",2,"Kansas",2773740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5796",2007,"KY",3,"Kentucky",4254513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5797",2007,"LA",3,"Louisiana",4373448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5798",2007,"ME",1,"Maine",1315749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5799",2007,"MD",3,"Maryland",5627211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5800",2007,"MA",1,"Massachusetts",6499672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5801",2007,"MI",2,"Michigan",10051145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5802",2007,"MN",2,"Minnesota",5191267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5803",2007,"MS",3,"Mississippi",2920312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5804",2007,"MO",2,"Missouri",5905750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5805",2007,"MT",4,"Montana",957123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5806",2007,"NE",2,"Nebraska",1768745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5807",2007,"NV",4,"Nevada",2564816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5808",2007,"NH",1,"New Hampshire",1316496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5809",2007,"NJ",1,"New Jersey",8630810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5810",2007,"NM",4,"New Mexico",1966357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5811",2007,"NY",1,"New York",19419540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5812",2007,"NC",3,"North Carolina",9047856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5813",2007,"ND",2,"North Dakota",637534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5814",2007,"OH",2,"Ohio",11518989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5815",2007,"OK",3,"Oklahoma",3608759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5816",2007,"OR",4,"Oregon",3730833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5817",2007,"PA",1,"Pennsylvania",12517701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5818",2007,"RI",1,"Rhode Island",1059706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5819",2007,"SC",3,"South Carolina",4417059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5820",2007,"SD",2,"South Dakota",795521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5821",2007,"TN",3,"Tennessee",6172788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5822",2007,"TX",3,"Texas",23824518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5823",2007,"UT",4,"Utah",2662908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5824",2007,"VT",1,"Vermont",620438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5825",2007,"VA",3,"Virginia",7705466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5826",2007,"WA",4,"Washington",6464167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5827",2007,"WV",3,"West Virginia",1812295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5828",2007,"WI",2,"Wisconsin",5601508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5829",2007,"WY",4,"Wyoming",523226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5830",2007,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5831",2007,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5832",2007,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5833",2008,"AL",3,"Alabama",4673889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5834",2008,"AK",4,"Alaska",685532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5835",2008,"AZ",4,"Arizona",6499207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5836",2008,"AR",3,"Arkansas",2867099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5837",2008,"CA",4,"California",36538008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5838",2008,"CO",4,"Colorado",4928676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5839",2008,"CT",1,"Connecticut",3502664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5840",2008,"DE",3,"Delaware",876794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5841",2008,"DC",3,"District of Columbia",589929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5842",2008,"FL",3,"Florida",18410241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5843",2008,"GA",3,"Georgia",9690277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5844",2008,"HI",4,"Hawaii",1280001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5845",2008,"ID",4,"Idaho",1526295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5846",2008,"IL",2,"Illinois",12836402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5847",2008,"IN",2,"Indiana",6386601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5848",2008,"IA",2,"Iowa",2994658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5849",2008,"KS",2,"Kansas",2795257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5850",2008,"KY",3,"Kentucky",4287259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5851",2008,"LA",3,"Louisiana",4448806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5852",2008,"ME",1,"Maine",1318133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5853",2008,"MD",3,"Maryland",5650870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5854",2008,"MA",1,"Massachusetts",6544089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5855",2008,"MI",2,"Michigan",9999456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5856",2008,"MN",2,"Minnesota",5230247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5857",2008,"MS",3,"Mississippi",2939234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5858",2008,"MO",2,"Missouri",5951844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5859",2008,"MT",4,"Montana",967717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5860",2008,"NE",2,"Nebraska",1780143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5861",2008,"NV",4,"Nevada",2612460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5862",2008,"NH",1,"New Hampshire",1320981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5863",2008,"NJ",1,"New Jersey",8657319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5864",2008,"NM",4,"New Mexico",1984179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5865",2008,"NY",1,"New York",19464482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5866",2008,"NC",3,"North Carolina",9230086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5867",2008,"ND",2,"North Dakota",640525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5868",2008,"OH",2,"Ohio",11526691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5869",2008,"OK",3,"Oklahoma",3640241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5870",2008,"OR",4,"Oregon",3780596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5871",2008,"PA",1,"Pennsylvania",12562536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5872",2008,"RI",1,"Rhode Island",1058368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5873",2008,"SC",3,"South Carolina",4497746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5874",2008,"SD",2,"South Dakota",803047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5875",2008,"TN",3,"Tennessee",6239542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5876",2008,"TX",3,"Texas",24290611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5877",2008,"UT",4,"Utah",2724685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5878",2008,"VT",1,"Vermont",620967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5879",2008,"VA",3,"Virginia",7780691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5880",2008,"WA",4,"Washington",6566085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5881",2008,"WV",3,"West Virginia",1816352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5882",2008,"WI",2,"Wisconsin",5627257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5883",2008,"WY",4,"Wyoming",532626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5884",2008,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5885",2008,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5886",2008,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5887",2009,"AL",3,"Alabama",4707496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5888",2009,"AK",4,"Alaska",694690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5889",2009,"AZ",4,"Arizona",6587653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5890",2009,"AR",3,"Arkansas",2887331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5891",2009,"CA",4,"California",36887615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5892",2009,"CO",4,"Colorado",5015155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5893",2009,"CT",1,"Connecticut",3514826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5894",2009,"DE",3,"Delaware",884124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"5895",2009,"DC",3,"District of Columbia",599975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
